Player,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Ct,St,country,year
Abdul Qadir,7,7,68.0,2,242,12,4/31,20.16,3.55,34.0,1,0,2,0,Pakistan,1987
SD Anurasiri,6,6,55.0,1,271,4,1/44,67.75,4.92,82.5,0,0,2,0,SriLanka,1987
KJ Arnott,4,-,-,-,-,-,-,-,-,-,-,-,1,0,Zimbabwe,1987
CWJ Athey,6,1,1.0,0,10,0,-,-,10.00,-,0,0,4,0,England,1987
M Azharuddin,7,7,23.5,0,109,5,3/19,21.80,4.57,28.6,0,0,2,0,India,1987
EAE Baptiste,1,1,8.0,1,33,0,-,-,4.12,-,0,0,1,0,WestIndies,1987
WKM Benjamin,5,5,44.0,2,218,4,3/69,54.50,4.95,66.0,0,0,0,0,WestIndies,1987
CA Best,2,-,-,-,-,-,-,-,-,-,-,-,1,0,WestIndies,1987
RMH Binny,1,1,7.0,0,46,1,1/46,46.00,6.57,42.0,0,0,0,0,India,1987
SL Boock,4,4,32.4,2,156,4,2/42,39.00,4.77,49.0,0,0,2,0,NewZealand,1987
DC Boon,8,1,1.0,0,17,0,-,-,17.00,-,0,0,2,0,Australia,1987
AR Border,8,5,32.0,0,166,6,2/27,27.66,5.18,32.0,0,0,1,0,Australia,1987
JG Bracewell,4,4,24.0,0,155,0,-,-,6.45,-,0,0,0,0,NewZealand,1987
EA Brandes,4,4,33.0,4,154,2,2/44,77.00,4.66,99.0,0,0,2,0,Zimbabwe,1987
BC Broad,3,1,1.0,0,6,0,-,-,6.00,-,0,0,1,0,England,1987
RD Brown,3,-,-,-,-,-,-,-,-,-,-,-,3,0,Zimbabwe,1987
IP Butchart,6,6,35.0,1,222,3,2/59,74.00,6.34,70.0,0,0,2,0,Zimbabwe,1987
EJ Chatfield,6,6,50.1,8,230,5,2/52,46.00,4.58,60.2,0,0,1,0,NewZealand,1987
JJ Crowe,6,-,-,-,-,-,-,-,-,-,-,-,2,0,NewZealand,1987
MD Crowe,6,-,-,-,-,-,-,-,-,-,-,-,4,0,NewZealand,1987
KM Curran,5,4,26.0,0,124,4,2/29,31.00,4.76,39.0,0,0,1,0,Zimbabwe,1987
PAJ DeFreitas,8,8,69.1,12,283,12,3/28,23.58,4.09,34.5,0,0,0,0,England,1987
ALF de Mel,3,3,24.2,0,184,1,1/97,184.00,7.56,146.0,0,0,0,0,SriLanka,1987
PA de Silva,6,6,42.0,0,217,3,2/43,72.33,5.16,84.0,0,0,2,0,SriLanka,1987
RL Dias,2,-,-,-,-,-,-,-,-,-,-,-,0,0,SriLanka,1987
PR Downton,8,-,-,-,-,-,-,-,-,-,-,-,8,1,England,1987
PJL Dujon,6,-,-,-,-,-,-,-,-,-,-,-,4,0,WestIndies,1987
GC Dyer,8,-,-,-,-,-,-,-,-,-,-,-,9,2,Australia,1987
JE Emburey,8,8,79.0,4,295,6,2/26,49.16,3.73,79.0,0,0,3,0,England,1987
NA Foster,7,7,70.0,1,313,9,3/47,34.77,4.47,46.6,0,0,1,0,England,1987
MW Gatting,8,-,-,-,-,-,-,-,-,-,-,-,1,0,England,1987
SM Gavaskar,7,-,-,-,-,-,-,-,-,-,-,-,1,0,India,1987
GA Gooch,8,4,15.0,1,79,1,1/42,79.00,5.26,90.0,0,0,2,0,England,1987
AP Gurusinha,4,2,5.0,0,51,1,1/43,51.00,10.20,30.0,0,0,0,0,SriLanka,1987
RA Harper,6,6,60.0,4,206,4,1/28,51.50,3.43,90.0,0,0,2,0,WestIndies,1987
DL Haynes,6,-,-,-,-,-,-,-,-,-,-,-,1,0,WestIndies,1987
EE Hemmings,6,6,59.3,4,274,13,4/52,21.07,4.60,27.4,1,0,2,0,England,1987
CL Hooper,6,5,41.0,0,181,7,3/42,25.85,4.41,35.1,0,0,4,0,WestIndies,1987
PA Horne,1,-,-,-,-,-,-,-,-,-,-,-,0,0,NewZealand,1987
DL Houghton,6,-,-,-,-,-,-,-,-,-,-,-,3,2,Zimbabwe,1987
Ijaz Ahmed,7,-,-,-,-,-,-,-,-,-,-,-,1,0,Pakistan,1987
Imran Khan,7,6,49.5,6,222,17,4/37,13.05,4.45,17.5,2,0,1,0,Pakistan,1987
MP Jarvis,5,5,35.4,1,155,2,1/21,77.50,4.34,107.0,0,0,1,0,Zimbabwe,1987
Javed Miandad,7,1,3.0,0,5,1,1/5,5.00,1.66,18.0,0,0,1,1,Pakistan,1987
S Jeganathan,3,3,29.0,2,123,4,2/45,30.75,4.24,43.5,0,0,1,0,SriLanka,1987
VB John,6,6,49.0,7,226,1,1/53,226.00,4.61,294.0,0,0,1,0,SriLanka,1987
AH Jones,4,-,-,-,-,-,-,-,-,-,-,-,1,0,NewZealand,1987
DM Jones,8,1,1.0,0,5,0,-,-,5.00,-,0,0,4,0,Australia,1987
N Kapil Dev,7,7,62.0,6,259,5,2/38,51.80,4.17,74.4,0,0,5,0,India,1987
DSBP Kuruppu,5,-,-,-,-,-,-,-,-,-,-,-,3,1,SriLanka,1987
AJ Lamb,8,1,1.0,0,3,0,-,-,3.00,-,0,0,2,0,England,1987
AL Logie,6,-,-,-,-,-,-,-,-,-,-,-,1,0,WestIndies,1987
CJ McDermott,8,8,73.0,3,341,18,5/44,18.94,4.67,24.3,1,1,2,0,Australia,1987
RS Madugalle,5,-,-,-,-,-,-,-,-,-,-,-,1,0,SriLanka,1987
RS Mahanama,6,-,-,-,-,-,-,-,-,-,-,-,2,0,SriLanka,1987
Maninder Singh,7,7,70.0,1,280,14,3/21,20.00,4.00,30.0,0,0,1,0,India,1987
Mansoor Akhtar,6,2,4.0,0,23,1,1/7,23.00,5.75,24.0,0,0,2,0,Pakistan,1987
Manzoor Elahi,1,1,9.4,0,32,1,1/32,32.00,3.31,58.0,0,0,0,0,Pakistan,1987
GR Marsh,8,-,-,-,-,-,-,-,-,-,-,-,2,0,Australia,1987
TBA May,6,6,44.0,1,213,4,2/29,53.25,4.84,66.0,0,0,1,0,Australia,1987
MA Meman,1,1,6.5,0,34,0,-,-,4.97,-,0,0,0,0,Zimbabwe,1987
LRD Mendis,6,-,-,-,-,-,-,-,-,-,-,-,0,0,SriLanka,1987
TM Moody,3,1,2.0,0,15,0,-,-,7.50,-,0,0,1,0,Australia,1987
KS More,6,-,-,-,-,-,-,-,-,-,-,-,6,5,India,1987
DK Morrison,1,1,10.0,0,69,0,-,-,6.90,-,0,0,0,0,NewZealand,1987
Mudassar Nazar,2,2,19.0,0,110,1,1/47,110.00,5.78,114.0,0,0,3,0,Pakistan,1987
SP O'Donnell,7,7,60.4,6,261,9,4/39,29.00,4.30,40.4,1,0,4,0,Australia,1987
AH Omarshah,6,5,40.0,0,179,5,2/34,35.80,4.47,48.0,0,0,1,0,Zimbabwe,1987
CS Pandit,2,-,-,-,-,-,-,-,-,-,-,-,1,0,India,1987
DN Patel,6,6,43.0,1,223,4,3/36,55.75,5.18,64.5,0,0,1,0,NewZealand,1987
GA Paterson,4,-,-,-,-,-,-,-,-,-,-,-,2,0,Zimbabwe,1987
BP Patterson,6,6,56.0,2,253,14,3/31,18.07,4.51,24.0,0,0,1,0,WestIndies,1987
M Prabhakar,7,7,59.0,4,235,9,4/19,26.11,3.98,39.3,1,0,1,0,India,1987
DR Pringle,3,3,24.0,0,148,1,1/11,148.00,6.16,144.0,0,0,0,0,England,1987
AJ Pycroft,6,-,-,-,-,-,-,-,-,-,-,-,0,0,Zimbabwe,1987
Ramiz Raja,7,-,-,-,-,-,-,-,-,-,-,-,0,0,Pakistan,1987
A Ranatunga,5,2,8.0,0,58,0,-,-,7.25,-,0,0,1,0,SriLanka,1987
RJ Ratnayake,3,3,25.0,0,163,4,2/64,40.75,6.52,37.5,0,0,3,0,SriLanka,1987
JR Ratnayeke,6,6,54.0,2,313,10,3/41,31.30,5.79,32.4,0,0,0,0,SriLanka,1987
PWE Rawson,4,4,33.0,0,188,4,2/46,47.00,5.69,49.5,0,0,2,0,Zimbabwe,1987
BA Reid,8,8,68.0,7,303,6,2/38,50.50,4.45,68.0,0,0,4,0,Australia,1987
IVA Richards,6,5,31.0,0,126,1,1/32,126.00,4.06,186.0,0,0,2,0,WestIndies,1987
RB Richardson,6,1,4.0,0,24,0,-,-,6.00,-,0,0,2,0,WestIndies,1987
RT Robinson,7,-,-,-,-,-,-,-,-,-,-,-,1,0,England,1987
KR Rutherford,5,-,-,-,-,-,-,-,-,-,-,-,2,0,NewZealand,1987
Saleem Jaffar,5,5,39.4,0,210,5,3/30,42.00,5.29,47.6,0,0,0,0,Pakistan,1987
Saleem Malik,7,6,31.0,1,157,1,1/22,157.00,5.06,186.0,0,0,1,0,Pakistan,1987
Saleem Yousuf,7,-,-,-,-,-,-,-,-,-,-,-,9,0,Pakistan,1987
C Sharma,4,4,36.1,2,170,6,3/51,28.33,4.70,36.1,0,0,0,0,India,1987
RJ Shastri,7,7,68.2,1,274,7,2/45,39.14,4.00,58.5,0,0,2,0,India,1987
Shoaib Mohammad,1,-,-,-,-,-,-,-,-,-,-,-,0,0,Pakistan,1987
NS Sidhu,7,-,-,-,-,-,-,-,-,-,-,-,3,0,India,1987
PV Simmons,4,-,-,-,-,-,-,-,-,-,-,-,0,0,WestIndies,1987
L Sivaramakrishnan,2,2,17.0,0,70,1,1/36,70.00,4.11,102.0,0,0,1,0,India,1987
GC Small,8,8,68.0,2,331,6,2/47,55.16,4.86,68.0,0,0,0,0,England,1987
IDS Smith,6,-,-,-,-,-,-,-,-,-,-,-,3,0,NewZealand,1987
MC Snedden,6,6,49.0,3,254,5,2/36,50.80,5.18,58.8,0,0,0,0,NewZealand,1987
K Srikkanth,7,-,-,-,-,-,-,-,-,-,-,-,2,0,India,1987
Tauseef Ahmed,6,6,60.0,4,230,5,1/35,46.00,3.83,72.0,0,0,1,0,Pakistan,1987
PL Taylor,2,2,10.0,0,71,1,1/46,71.00,7.10,60.0,0,0,0,0,Australia,1987
AJ Traicos,6,6,58.0,2,218,6,2/27,36.33,3.75,58.0,0,0,0,0,Zimbabwe,1987
MRJ Veletta,4,-,-,-,-,-,-,-,-,-,-,-,0,0,Australia,1987
DB Vengsarkar,6,-,-,-,-,-,-,-,-,-,-,-,1,0,India,1987
AC Waller,6,-,-,-,-,-,-,-,-,-,-,-,1,0,Zimbabwe,1987
CA Walsh,6,6,55.3,6,229,9,4/40,25.44,4.12,37.0,1,0,1,0,WestIndies,1987
Wasim Akram,7,7,63.2,1,295,7,3/45,42.14,4.65,54.2,0,0,1,0,Pakistan,1987
W Watson,6,6,53.0,3,270,7,2/36,38.57,5.09,45.4,0,0,1,0,NewZealand,1987
SR Waugh,8,8,63.3,4,288,11,2/36,26.18,4.53,34.6,0,0,3,0,Australia,1987
JG Wright,5,-,-,-,-,-,-,-,-,-,-,-,1,0,NewZealand,1987
AK Zesers,2,2,15.0,1,74,1,1/37,74.00,4.93,90.0,0,0,1,0,Australia,1987
Aamer Sohail,10,7,40.0,2,184,4,2/26,46.00,4.60,60.0,0,0,3,0,Pakistan,1992
Aaqib Javed,10,10,84.5,11,328,11,3/21,29.81,3.86,46.2,0,0,2,0,Pakistan,1992
CEL Ambrose,7,7,68.0,6,235,7,2/24,33.57,3.45,58.2,0,0,1,0,WestIndies,1992
PK Amre,4,-,-,-,-,-,-,-,-,-,-,-,0,0,India,1992
SD Anurasiri,5,5,50.0,3,184,5,3/41,36.80,3.68,60.0,0,0,1,0,SriLanka,1992
KJ Arnott,5,-,-,-,-,-,-,-,-,-,-,-,1,0,Zimbabwe,1992
KLT Arthurton,8,3,15.0,0,70,2,2/40,35.00,4.66,45.0,0,0,1,0,WestIndies,1992
M Azharuddin,8,-,-,-,-,-,-,-,-,-,-,-,1,0,India,1992
ST Banerjee,2,2,13.0,1,85,1,1/45,85.00,6.53,78.0,0,0,2,0,India,1992
WKM Benjamin,8,8,79.0,8,297,10,3/27,29.70,3.75,47.4,0,0,4,0,WestIndies,1992
DC Boon,8,-,-,-,-,-,-,-,-,-,-,-,0,0,Australia,1992
AR Border,8,2,14.0,0,53,1,1/40,53.00,3.78,84.0,0,0,5,0,Australia,1992
T Bosch,1,1,2.3,0,19,0,-,-,7.60,-,0,0,0,0,SouthAfrica,1992
IT Botham,10,10,89.0,7,306,16,4/31,19.12,3.43,33.3,1,0,4,0,England,1992
EA Brandes,8,8,70.1,7,355,14,4/21,25.35,5.05,30.0,1,0,2,0,Zimbabwe,1992
MG Burmester,4,4,21.5,0,138,4,3/36,34.50,6.32,32.7,0,0,1,0,Zimbabwe,1992
IP Butchart,5,4,32.0,1,205,6,3/57,34.16,6.40,32.0,0,0,0,0,Zimbabwe,1992
CL Cairns,5,5,25.0,1,161,2,2/43,80.50,6.44,75.0,0,0,5,0,NewZealand,1992
ADR Campbell,4,-,-,-,-,-,-,-,-,-,-,-,1,0,Zimbabwe,1992
WJ Cronje,8,6,20.0,1,85,2,2/17,42.50,4.25,60.0,0,0,3,0,SouthAfrica,1992
MD Crowe,9,1,1.0,0,6,0,-,-,6.00,-,0,0,3,0,NewZealand,1992
AC Cummins,6,6,59.0,1,246,12,4/33,20.50,4.16,29.5,1,0,0,0,WestIndies,1992
PAJ DeFreitas,10,10,85.3,12,319,11,3/34,29.00,3.73,46.6,0,0,5,0,England,1992
PA de Silva,8,1,1.0,0,6,0,-,-,6.00,-,0,0,1,0,SriLanka,1992
AA Donald,9,9,78.0,5,329,13,3/34,25.30,4.21,36.0,0,0,1,0,SouthAfrica,1992
KG Duers,6,6,50.0,2,256,3,1/17,85.33,5.12,100.0,0,0,2,0,Zimbabwe,1992
NH Fairbrother,9,-,-,-,-,-,-,-,-,-,-,-,6,0,England,1992
A Flower,8,-,-,-,-,-,-,-,-,-,-,-,6,1,Zimbabwe,1992
GA Gooch,8,-,-,-,-,-,-,-,-,-,-,-,1,0,England,1992
MJ Greatbatch,7,1,1.0,0,5,0,-,-,5.00,-,0,0,4,0,NewZealand,1992
AP Gurusinha,8,7,48.0,0,256,6,2/67,42.66,5.33,48.0,0,0,2,0,SriLanka,1992
RA Harper,2,2,14.0,0,63,2,1/30,31.50,4.50,42.0,0,0,1,0,WestIndies,1992
CZ Harris,9,9,72.1,4,342,16,3/15,21.37,4.73,27.0,0,0,4,0,NewZealand,1992
UC Hathurusingha,4,2,17.0,0,97,5,4/57,19.40,5.70,20.4,1,0,1,0,SriLanka,1992
DL Haynes,7,-,-,-,-,-,-,-,-,-,-,-,4,0,WestIndies,1992
IA Healy,7,-,-,-,-,-,-,-,-,-,-,-,9,0,Australia,1992
O Henry,1,1,10.0,0,31,1,1/31,31.00,3.10,60.0,0,0,0,0,SouthAfrica,1992
GA Hick,10,2,14.2,0,70,2,2/44,35.00,4.88,43.0,0,0,5,0,England,1992
CL Hooper,8,8,80.0,2,312,8,2/19,39.00,3.90,60.0,0,0,4,0,WestIndies,1992
DL Houghton,8,1,2.0,0,19,1,1/19,19.00,9.50,12.0,0,0,4,0,Zimbabwe,1992
AC Hudson,8,-,-,-,-,-,-,-,-,-,-,-,0,0,SouthAfrica,1992
MG Hughes,1,1,9.0,1,49,1,1/49,49.00,5.44,54.0,0,0,0,0,Australia,1992
Ijaz Ahmed,7,7,36.0,1,149,1,1/28,149.00,4.13,216.0,0,0,4,0,Pakistan,1992
RK Illingworth,6,6,58.1,2,250,8,3/33,31.25,4.29,43.6,0,0,3,0,England,1992
Imran Khan,8,7,60.2,2,251,7,2/32,35.85,4.16,51.7,0,0,1,0,Pakistan,1992
Inzamam-ul-Haq,10,-,-,-,-,-,-,-,-,-,-,-,4,0,Pakistan,1992
Iqbal Sikander,4,4,35.0,2,147,3,1/30,49.00,4.20,70.0,0,0,0,0,Pakistan,1992
A Jadeja,6,2,7.2,0,39,0,-,-,5.31,-,0,0,2,0,India,1992
WR James,4,-,-,-,-,-,-,-,-,-,-,-,1,0,Zimbabwe,1992
MP Jarvis,5,5,47.3,4,229,5,1/23,45.80,4.82,57.0,0,0,0,0,Zimbabwe,1992
Javed Miandad,9,-,-,-,-,-,-,-,-,-,-,-,1,0,Pakistan,1992
ST Jayasuriya,6,3,6.0,0,44,0,-,-,7.33,-,0,0,4,0,SriLanka,1992
AH Jones,9,2,12.0,0,52,2,2/42,26.00,4.33,36.0,0,0,2,0,NewZealand,1992
DM Jones,8,-,-,-,-,-,-,-,-,-,-,-,2,0,Australia,1992
RS Kalpage,7,6,50.0,0,241,4,2/33,60.25,4.82,75.0,0,0,3,0,SriLanka,1992
VG Kambli,5,-,-,-,-,-,-,-,-,-,-,-,0,0,India,1992
N Kapil Dev,8,7,58.0,2,251,9,3/41,27.88,4.32,38.6,0,0,0,0,India,1992
PN Kirsten,8,4,18.0,1,87,5,3/31,17.40,4.83,21.6,0,0,2,0,SouthAfrica,1992
AP Kuiper,9,8,41.0,0,235,9,3/40,26.11,5.73,27.3,0,0,3,0,SouthAfrica,1992
GF Labrooy,1,1,10.0,1,68,1,1/68,68.00,6.80,60.0,0,0,0,0,SriLanka,1992
AJ Lamb,4,-,-,-,-,-,-,-,-,-,-,-,1,0,England,1992
BC Lara,8,-,-,-,-,-,-,-,-,-,-,-,2,0,WestIndies,1992
GR Larsen,9,9,76.0,7,262,9,3/16,29.11,3.44,50.6,0,0,5,0,NewZealand,1992
RT Latham,7,7,23.0,0,136,1,1/35,136.00,5.91,138.0,0,0,3,0,NewZealand,1992
CC Lewis,9,6,50.4,5,214,7,4/30,30.57,4.22,43.4,1,0,4,0,England,1992
AL Logie,8,-,-,-,-,-,-,-,-,-,-,-,3,0,WestIndies,1992
CJ McDermott,8,8,73.0,5,246,8,2/29,30.75,3.36,54.7,0,0,2,0,Australia,1992
BM McMillan,9,9,73.0,7,306,11,3/30,27.81,4.19,39.8,0,0,4,0,SouthAfrica,1992
RS Mahanama,8,-,-,-,-,-,-,-,-,-,-,-,3,0,SriLanka,1992
SV Manjrekar,6,-,-,-,-,-,-,-,-,-,-,-,3,0,India,1992
GR Marsh,5,-,-,-,-,-,-,-,-,-,-,-,0,0,Australia,1992
MD Marshall,5,5,43.0,3,174,2,2/26,87.00,4.04,129.0,0,0,0,0,WestIndies,1992
Moin Khan,10,-,-,-,-,-,-,-,-,-,-,-,11,3,Pakistan,1992
TM Moody,8,8,49.0,2,225,7,3/56,32.14,4.59,42.0,0,0,2,0,Australia,1992
KS More,8,-,-,-,-,-,-,-,-,-,-,-,6,1,India,1992
DK Morrison,5,5,40.0,1,180,5,3/42,36.00,4.50,48.0,0,0,1,0,NewZealand,1992
Mushtaq Ahmed,9,8,78.0,3,311,16,3/41,19.43,3.98,29.2,0,0,2,0,Pakistan,1992
AH Omarshah,7,7,57.0,9,237,5,2/17,47.40,4.15,68.4,0,0,1,0,Zimbabwe,1992
DN Patel,9,8,79.0,8,245,8,2/26,30.62,3.10,59.2,0,0,2,0,NewZealand,1992
BP Patterson,1,1,10.0,0,25,1,1/25,25.00,2.50,60.0,0,0,1,0,WestIndies,1992
M Prabhakar,8,7,57.1,5,245,12,3/41,20.41,4.28,28.5,0,0,1,0,India,1992
DR Pringle,8,8,66.4,15,218,7,3/8,31.14,3.27,57.1,0,0,2,0,England,1992
MW Pringle,7,7,57.0,6,236,8,4/11,29.50,4.14,42.7,1,0,1,0,SouthAfrica,1992
AJ Pycroft,8,-,-,-,-,-,-,-,-,-,-,-,3,0,Zimbabwe,1992
SLV Raju,7,6,48.1,3,208,5,2/38,41.60,4.31,57.8,0,0,1,0,India,1992
CPH Ramanayake,8,8,64.4,6,265,5,2/37,53.00,4.09,77.6,0,0,4,0,SriLanka,1992
Ramiz Raja,8,-,-,-,-,-,-,-,-,-,-,-,4,0,Pakistan,1992
A Ranatunga,8,4,18.0,0,94,3,2/26,31.33,5.22,36.0,0,0,1,0,SriLanka,1992
DA Reeve,9,8,34.4,4,126,8,3/38,15.75,3.63,26.0,0,0,5,0,England,1992
BA Reid,6,6,54.4,3,209,3,1/17,69.66,3.82,109.3,0,0,0,0,Australia,1992
JN Rhodes,9,-,-,-,-,-,-,-,-,-,-,-,4,0,SouthAfrica,1992
DJ Richardson,9,-,-,-,-,-,-,-,-,-,-,-,14,1,SouthAfrica,1992
RB Richardson,8,-,-,-,-,-,-,-,-,-,-,-,3,0,WestIndies,1992
MW Rushmere,3,-,-,-,-,-,-,-,-,-,-,-,1,0,SouthAfrica,1992
KR Rutherford,9,1,1.4,0,11,0,-,-,6.60,-,0,0,3,0,NewZealand,1992
Saleem Malik,10,1,4.0,0,18,0,-,-,4.50,-,0,0,3,0,Pakistan,1992
MAR Samarasekera,6,-,-,-,-,-,-,-,-,-,-,-,0,0,SriLanka,1992
RJ Shastri,2,1,4.0,0,28,1,1/28,28.00,7.00,24.0,0,0,1,0,India,1992
PV Simmons,4,3,20.0,1,91,3,2/40,30.33,4.55,40.0,0,0,1,0,WestIndies,1992
GC Small,5,5,35.0,3,127,5,2/29,25.40,3.62,42.0,0,0,0,0,England,1992
IDS Smith,9,-,-,-,-,-,-,-,-,-,-,-,5,0,NewZealand,1992
RA Smith,8,-,-,-,-,-,-,-,-,-,-,-,3,0,England,1992
RP Snell,9,9,72.5,10,310,8,3/42,38.75,4.25,54.6,0,0,1,0,SouthAfrica,1992
K Srikkanth,8,2,2.1,0,15,0,-,-,6.92,-,0,0,4,0,India,1992
J Srinath,8,7,53.1,3,249,8,2/23,31.12,4.68,39.8,0,0,0,0,India,1992
AJ Stewart,10,-,-,-,-,-,-,-,-,-,-,-,8,1,England,1992
MA Taylor,2,-,-,-,-,-,-,-,-,-,-,-,0,0,Australia,1992
PL Taylor,7,6,37.4,1,147,5,2/14,29.40,3.90,45.2,0,0,1,0,Australia,1992
SR Tendulkar,8,7,41.0,0,180,2,1/35,90.00,4.39,123.0,0,0,2,0,India,1992
HP Tillakaratne,8,-,-,-,-,-,-,-,-,-,-,-,6,1,SriLanka,1992
AJ Traicos,8,7,62.0,5,253,6,3/35,42.16,4.08,62.0,0,0,0,0,Zimbabwe,1992
PCR Tufnell,4,4,28.0,2,133,3,2/36,44.33,4.75,56.0,0,0,0,0,England,1992
AC Waller,8,-,-,-,-,-,-,-,-,-,-,-,2,0,Zimbabwe,1992
Wasim Akram,10,10,89.4,2,338,18,4/32,18.77,3.76,29.8,1,0,1,0,Pakistan,1992
Wasim Haider,3,3,19.0,1,79,1,1/36,79.00,4.15,114.0,0,0,0,0,Pakistan,1992
W Watson,8,8,79.0,11,301,12,3/37,25.08,3.81,39.5,0,0,1,0,NewZealand,1992
ME Waugh,5,2,5.0,0,40,0,-,-,8.00,-,0,0,4,0,Australia,1992
SR Waugh,8,8,60.4,1,277,8,3/36,34.62,4.56,45.5,0,0,2,0,Australia,1992
KC Wessels,9,-,-,-,-,-,-,-,-,-,-,-,7,0,SouthAfrica,1992
MR Whitney,7,7,66.0,12,215,9,4/34,23.88,3.25,44.0,1,0,0,0,Australia,1992
GP Wickramasinghe,8,7,60.1,5,276,7,2/29,39.42,4.58,51.5,0,0,2,0,SriLanka,1992
KIW Wijegunawardene,3,2,17.0,1,88,0,-,-,5.17,-,0,0,0,0,SriLanka,1992
D Williams,8,-,-,-,-,-,-,-,-,-,-,-,11,3,WestIndies,1992
JG Wright,4,-,-,-,-,-,-,-,-,-,-,-,1,0,NewZealand,1992
Zahid Fazal,2,-,-,-,-,-,-,-,-,-,-,-,1,0,Pakistan,1992
Aamer Sohail,6,6,46.0,1,200,4,2/48,50.00,4.34,69.0,0,0,1,0,Pakistan,1996
Aaqib Javed,5,5,39.3,2,189,7,2/18,27.00,4.78,33.8,0,0,0,0,Pakistan,1996
JC Adams,4,3,22.0,0,110,3,3/53,36.66,5.00,44.0,0,0,6,1,WestIndies,1996
PR Adams,2,2,18.0,0,87,3,2/45,29.00,4.83,36.0,0,0,0,0,SouthAfrica,1996
RW Ali,6,6,41.2,3,190,10,3/17,19.00,4.59,24.8,0,0,1,0,Kenya,1996
CEL Ambrose,6,6,56.3,9,170,10,3/28,17.00,3.00,33.9,0,0,0,0,WestIndies,1996
SA Ankola,1,1,5.0,0,28,0,-,-,5.60,-,0,0,0,0,India,1996
GJAF Aponso,5,5,40.2,0,257,2,1/57,128.50,6.37,121.0,0,0,0,0,Netherlands,1996
Arshad Laeeq,4,4,19.0,0,117,1,1/25,117.00,6.15,114.0,0,0,0,0,UnitedArabEmirates,1996
KLT Arthurton,5,4,20.0,0,106,1,1/29,106.00,5.30,120.0,0,0,1,0,WestIndies,1996
NJ Astle,6,6,27.0,1,130,3,2/10,43.33,4.81,54.0,0,0,2,0,NewZealand,1996
Ata-ur-Rehman,1,1,10.0,0,40,1,1/40,40.00,4.00,60.0,0,0,0,0,Pakistan,1996
MA Atherton,6,-,-,-,-,-,-,-,-,-,-,-,0,0,England,1996
M Azharuddin,7,-,-,-,-,-,-,-,-,-,-,-,3,0,India,1996
Azhar Saeed,5,5,31.0,1,157,6,3/45,26.16,5.06,31.0,0,0,2,0,UnitedArabEmirates,1996
PJ Bakker,5,5,43.0,2,215,3,2/51,71.66,5.00,86.0,0,0,0,0,Netherlands,1996
MG Bevan,7,6,32.0,1,156,3,2/35,52.00,4.87,64.0,0,0,3,0,Australia,1996
IR Bishop,6,6,49.0,6,194,3,2/35,64.66,3.95,98.0,0,0,1,0,WestIndies,1996
EA Brandes,2,2,15.0,0,77,0,-,-,5.13,-,0,0,0,0,Zimbabwe,1996
CO Browne,5,-,-,-,-,-,-,-,-,-,-,-,3,2,WestIndies,1996
CL Cairns,6,6,43.5,4,207,2,1/31,103.50,4.72,131.5,0,0,5,0,NewZealand,1996
ADR Campbell,6,1,3.0,0,13,0,-,-,4.33,-,0,0,5,0,Zimbabwe,1996
SL Campbell,4,-,-,-,-,-,-,-,-,-,-,-,0,0,WestIndies,1996
PE Cantrell,5,5,31.0,0,170,3,1/18,56.66,5.48,62.0,0,0,0,0,Netherlands,1996
S Chanderpaul,6,-,-,-,-,-,-,-,-,-,-,-,1,0,WestIndies,1996
DN Chudasama,6,-,-,-,-,-,-,-,-,-,-,-,1,0,Kenya,1996
NE Clarke,5,-,-,-,-,-,-,-,-,-,-,-,3,0,Netherlands,1996
DG Cork,5,5,48.0,2,216,8,2/33,27.00,4.50,36.0,0,0,2,0,England,1996
WJ Cronje,6,6,22.0,1,87,2,2/20,43.50,3.95,66.0,0,0,3,0,SouthAfrica,1996
CE Cuffy,1,1,8.0,0,31,1,1/31,31.00,3.87,48.0,0,0,1,0,WestIndies,1996
DJ Cullinan,6,1,2.0,0,7,0,-,-,3.50,-,0,0,3,0,SouthAfrica,1996
SG Davies,1,-,-,-,-,-,-,-,-,-,-,-,0,0,Zimbabwe,1996
PAJ DeFreitas,4,4,33.1,6,140,6,3/31,23.33,4.22,33.1,0,0,0,0,England,1996
TBM de Leede,5,5,27.0,0,179,0,-,-,6.62,-,0,0,0,0,Netherlands,1996
PA de Silva,6,3,17.0,0,87,4,3/42,21.75,5.11,25.5,0,0,4,0,SriLanka,1996
PS de Villiers,1,1,7.0,1,27,2,2/27,13.50,3.85,21.0,0,0,0,0,SouthAfrica,1996
HDPK Dharmasena,6,6,56.0,1,249,6,2/30,41.50,4.44,56.0,0,0,1,0,SriLanka,1996
AA Donald,4,4,34.0,0,126,8,3/21,15.75,3.70,25.5,0,0,0,0,SouthAfrica,1996
SF Dukanwala,5,4,33.0,1,153,6,5/29,25.50,4.63,33.0,0,1,2,0,UnitedArabEmirates,1996
CN Evans,6,-,-,-,-,-,-,-,-,-,-,-,0,0,Zimbabwe,1996
NH Fairbrother,5,-,-,-,-,-,-,-,-,-,-,-,2,0,England,1996
DW Fleming,6,6,45.2,3,221,12,5/36,18.41,4.87,22.6,0,1,2,0,Australia,1996
SP Fleming,6,1,2.0,0,8,1,1/8,8.00,4.00,12.0,0,0,3,0,NewZealand,1996
